Seller SKU,Title,ASIN,Alternative ASINs,UPC,EAN,Brand,Product Group,Parent ASIN,Quantity,Package Length,Package Width,Package Height,Package Weight,FBA Competitors,FBA Eligible Competitors,FBM Competitors,FBM Eligible Competitors,BuyBox Fulfillment,BuyBox Seller Feedback Count,BuyBox Seller Positive Feedback Rating,Sales Rank Category,Sales Rank,Est. Number of Orders per Day,Est. Number of Effective Competitors,MSRP (List Price),Lowest FBA price,Lowest FBM price,BuyBox price,Cost,Referral Fee,FBA Fee,Total Fees,Total Costs,Est. Monthly Sales Share,Est. Monthly Profit Share,Est. Profit Margin,Est. Competitive Price,Est. Profit per Item
,Cold Steel 92R14R1Z Rubber Training Military Classic Knife,B01AOC5KLC,B0016CV10O,7.05442E+11,,Cold Steel,Sports,,,13.9,3.1,0.9,0.05,0,0,0,0,,,,sports_display_on_website,1677471,0,,,,,,4.95,,,,,,,,,
,"Cold Steel All Purpose Tactical Machete with Sheath, Great for Clearing Brush, Survival, Camping and Outdoor Activities, Cutlass Machete",B006YBY91K,,7.05442E+11,,Cold Steel,Sports,,,33.99,5.5,0.9,2,0,0,0,0,,,,sports_display_on_website,285174,0.03,,49.99,,,,26.95,,,,,,,,,
,Cold Steel MAA Sergeant?s Halberd,B00HZIGCNY,,7.05442E+11,,Cold Steel,Sports,,,77,13,1.5,4.4,0,0,0,0,,,,sports_display_on_website,585820,0,,164.99,,,,74.95,,,,,,,,,
,Cold Steel Frontier Hawk,B0095IHEZC,"B0030DDG9Q,B00KN6AS3U",7.05442E+11,,Cold Steel,Lawn & Patio,,,22,6.4,1.5,1.4,0,0,0,0,,,,,,,,41.99,,,,17.95,,,,,,,,,
,"Cold Steel Frontier Hawk Tomahawk without Sheath - 90FHS, One Size (001478)",B0030DDG9Q,"B0095IHEZC,B00KN6AS3U",7.05442E+11,,Cold Steel,Sports,,,22.5,15.5,2.05,1.85,0,0,0,0,,,,sports_display_on_website,249760,0.04,,44.99,,,,17.95,,,,,,,,,
,Cold Steel Frontier Hawk Tomahawk w/ Sheath,B00KN6AS3U,"B0095IHEZC,B0030DDG9Q",7.05442E+11,,Cold Steel,Sports,,,22.9,6.5,1.9,1.55,0,0,0,0,,,,sports_display_on_website,1330485,0,,39.99,,,,17.95,,,,,,,,,
,"Cold Steel Mini Recon 1 Clip pt / 7"" Overall / 3"" Blade",B09DLDKT74,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,0,0,0,0,,,,,,,,79.99,,,,31.95,,,,,,,,,
,Laredo Bowie in 3V / with Ambidextrous Pocket/Belt Clip -,B09DLF867Q,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,0,0,0,0,,,,sports_display_on_website,2423979,0,,569.99,,,,227.95,,,,,,,,,
,"Cold Steel Spear with Sheath, Assegai Long Shaft",B004YWJWXQ,,7.05442E+11,,Cold Steel,Sports,,,72.5,6.5,5,5.1,0,0,0,0,,,,sports_display_on_website,417748,0,,76.99,,,,40.95,,,,,,,,,
,"Cold Steel Viking Battle Axe, Overall: 30""",B07MZX2K4Z,,7.05442E+11,,Cold Steel,Sports,B08K4HZ68W,,33,7,1.5,1.5,0,0,0,0,,,,lawn_and_garden_display_on_website,242178,0,,64.99,,,,25.95,,,,,,,,,
,Kovea Silver 7 8 Silver Coating Camping Cooking Set,B01N2PKROM,B07MZX2F2L,7.05442E+11,,Kovea,Sports,,,8.66,8.66,8.27,5.31,0,0,0,0,,,,,,,,,,,,30.95,,,,,,,,,
,Cold Steel Pocket Bushman,B00GQ4E7DA,"B082SPSBMD,B001DZT4WQ,B004YUECTC",7.05442E+11,,BigTProducts,Sports,,,,,,,0,0,0,0,,,,sports_display_on_website,1494765,0,,43.99,,,,22.95,,,,,,,,,
,"Cold Steel Spear with Sheath, Tiger Fork",B00U1IBNWU,,7.05442E+11,,Cold Steel,Sports,,,89.76,15.5,2.5,0.85,0,0,0,0,,,,sports_display_on_website,959166,0,,179.99,,,,80.95,,,,,,,,,
,"Cold Steel Cheap Shot Polymer Archery Broadheads for Bows and Crossbows, Wrecking Ball (Pack of 40), 125 Grain (CSBH3L)",B07N71QGD1,,7.05442E+11,,Cold Steel,Sports,B08974GQBG,,10.16,6.77,0.63,0.71,0,0,0,0,,,,sports_display_on_website,92543,0.07,,31.99,,,,12.95,,,,,,,,,
,Cold Steel 89MSW Maa Swiss Halberd,B00HZIGC4S,,7.05442E+11,,Cold Steel,Sports,,,72.5,13.5,6.25,9.35,0,0,0,0,,,,grocery_display_on_website,422286,0,,189.99,,,,89.95,,,,,,,,,
,"Cold Steel Throwing Axe Camping Hatchet - Great for Axe Throwing Competitions, Camping, Survival, Outdoors and Chopping Wood, Professional Throwing Hatchet",B084PV96YD,,7.05442E+11,,Cold Steel,Sports,B08K26FB5M,,15.2,5.5,1,1.85,0,0,0,0,,,,sports_display_on_website,6533,2.33,,59.99,,,,27.95,,,,,,,,,
,"Cold Steel Double Agent I, Serrated",B07MZFXX1C,B0030DBGZC,7.05442E+11,,,Health and Beauty,,,,,,,0,0,1,1,FBM,21244,93,,,,0.13,,,39.99,39.99,24.95,6,,6,,,,,39.99,
,"Cold Steel 90N Norse Hawk American Hickory Handle, One Size",B000IXDHMW,B00KN6FT8E,7.05442E+11,,Cold Steel,Sports,,,23.5,5.98,1.5,1.55,0,0,0,0,,,,sports_display_on_website,230982,0.05,,44.99,,,,17.95,,,,,,,,,
,Cold Steel Norse Hawk (Hawk and Sheath),B00KN6FT8E,B000IXDHMW,7.05442E+11,,Cold Steel,Sports,B07PHX551F,,23.03,5.71,5.51,1.39,0,0,0,0,,,,sports_display_on_website,769308,0,,,,,,17.95,,,,,,,,,
,"Cold Steel Medieval Buckler Polymer Shield, Soldier's Targe",B084PTWZHT,,7.05442E+11,,Cold Steel,Sports,,,23.99,21,3.25,4.95,0,0,0,0,,,,sports_display_on_website,294837,0.02,,59.99,,,,23.95,,,,,,,,,
,Cold Steel Click N Cut (3 Pack of Clip pt Blades) / Overall,B09DLJM31M,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,2,2,2,2,FBM,7039,87,,,,2.31,19.99,19.99,21.86,21.86,10.95,3.28,4.71,7.99,18.94,,,13,21.86,2.92
,"Cold Steel Big Bore Blowgun Darts, Razor Tip Broadhead Darts, 40 count",B001I173A0,B004QZ1N5G,7.05442E+11,,Cold Steel,Sports,,,12,7,1.5,0.6,0,0,0,0,,,,sports_display_on_website,215728,0.06,,27.99,,,,13.95,,,,,,,,,
,Cold Steel Japanese Sword (Imperial Series) O Tanto,B001E8F318,B001CWSZU2,7.05442E+11,,Cold Steel,Sports,,,23,3.75,3.5,2,0,0,0,0,,,,,,,,529.99,,,,239.95,,,,,,,,,
,"Cold Steel 81B Wild West Bowie, 10 3/4"", Silver",B07MZWWYP7,,7.05442E+11,,Cold Steel,Sports,,,19.4,6.8,2.4,2.4,0,0,0,0,,,,home_improvement_display_on_website,455184,0.01,,127.99,,,,64.95,,,,,,,,,
,"San Mai Trail Master, Kraton Handle, Plain, Cordura Sheath",B00ERX88DM,B000NWROWC,7.05442E+11,,Cold Steel,Sports,,,16.6,3.3,2.2,1.75,0,0,0,0,,,,sports_display_on_website,951811,0,,469.99,,,,199.95,,,,,,,,,
,Cold Steel Kobun Knife With Sheath 17TZ,B01AALWARY,B0034JR4EO,7.05442E+11,,Cold Steel,Sports,,,14.5,3.8,2.2,0.75,1,1,2,2,FBA,19871,96,,,,1,64.99,59.94,59.95,59.94,41.95,,,,,,,,59.94,
,"Cold Steel 88ITS Italian Long Sword, Black",B0030D82ZY,,7.05442E+11,,Cold Steel,Sports,,,48,10,1.4,4.05,0,0,0,0,,,,sports_display_on_website,428486,0,,469.99,,,,195.95,,,,,,,,,
,.625 Magnum Quiver,B00902O84S,,7.05442E+11,,Cold Steel,Sports,,,,,,,0,0,0,0,,,,sports_display_on_website,1833252,0,,,,,,1.95,,,,,,,,,
,Cold Steel Tim Wells Signature Series Slock Master Blowgun,B06XNZ24SG,,7.05442E+11,,Cold Steel,Sports,,,40.98,8.82,1.69,1.65,0,0,0,0,,,,sports_display_on_website,135625,0.26,,69.99,,,,33.95,,,,,,,,,
,"Cold Steel Drop Forged Tomahawk Survival Hatchet - Great for Camping, Survival, Outdoors and Chopping Wood, Weeping Heart Hawk",B084PTSCT5,,7.05442E+11,,Cold Steel,Sports,,,22.15,10,1.5,1.65,0,0,0,0,,,,sports_display_on_website,655576,0,,69.99,,,,27.95,,,,,,,,,
,"Cold Steel Master Hunter Fixed Blade Knife with Sheath, CPM-3V Steel",B079P91BP4,,7.05442E+11,,Cold Steel,Sports,B088Z165ZZ,,14.6,3.6,2.2,0.79,0,0,0,0,,,,home_improvement_display_on_website,606881,0,,199.99,,,,89.95,,,,,,,,,
,"Cold Steel SRK in 3V / 10 3/4"" Overall / 6"" Blade / 5mm Thick",B09DLDV6KT,,7.05442E+11,,Cold Steel,Sports,,,13.07,3.7,2.24,0.93,0,0,0,0,,,,sports_display_on_website,681865,0,,259.99,,,,103.95,,,,,,,,,
,"Cold Steel Trail Hawk, 22.00 in, American Hickory Handle",B001C6B4X8,"B00KN6XO1S,B0014BMBA6",7.05442E+11,,Cold Steel,Sports,,,21.1,7.8,2.4,1.9,0,0,0,0,,,,,,,,39.99,,,,17.95,,,,,,,,,
,Cold Steel Trail Hawk American Hickory Handle,B00KN6XO1S,"B001C6B4X8,B0014BMBA6",7.05442E+11,,Cold Steel,Sports,,,22,7,1.25,1.05,0,0,0,0,,,,,,,,,,,,17.95,,,,,,,,,
,"Cold Steel 90TH Trail Hawk American Hickory Handle, One Size (Package May Vary)",B0014BMBA6,"B001C6B4X8,B00KN6XO1S",7.05442E+11,,Cold Steel,Sports,,,40.25,10.75,3.5,2.8,0,0,0,0,,,,lawn_and_garden_display_on_website,120351,0.02,,44.99,,,,17.95,,,,,,,,,
,Cold Steel 2 Handed 21inch Latin Machete,B000W472WS,B01AALX6RW,7.05442E+11,,Cold Steel,Sports,,,30,3,0.7,1.85,0,0,0,0,,,,sports_display_on_website,592592,0,,34.99,,,,18.95,,,,,,,,,
,"Cold Steel 97TM21S Heavy Duty Steel Universal 2 Handed 21 Inch Latin Machete with Protective Sheath, Black",B01AALX6RW,B000W472WS,7.05442E+11,,Cold Steel,Sports,,,33,4,2,3,0,0,0,0,,,,lawn_and_garden_display_on_website,237972,0,,76.99,,,,18.95,,,,,,,,,
,"Perfect Balance Sheath Only, Cordura",B004WBLSYK,B0030D9RIA,7.05442E+11,,Cold Steel,Home Improvement,,,13.94,3.25,1,0.2,0,0,0,0,,,,,,,,9.99,,,,5.95,,,,,,,,,
,Cold Steel O Tanto Warrior Series Handle with Wood Scabbard,B000Q9CAEY,B000LEJQB4,7.05442E+11,,Cold Steel,Sports,,,22.5,3.5,3,1.75,0,0,0,0,,,,sports_display_on_website,725346,0,,389.99,,,,167.95,,,,,,,,,
,Cold Steel .357 Magnum Blowgun Spear Darts (30 Pack),B019RSQRMU,,7.05442E+11,,Cold Steel,Sports,,,9.45,3.15,0.47,0.11,0,0,0,0,,,,sports_display_on_website,445668,0,,7.59,,,,3.6,,,,,,,,,
,"Cold Steel Cheap Shot Polymer Archery Broadheads for Bows and Crossbows, Buzzsaw (Pack of 10), 125 Grain",B07N72YCK5,,7.05442E+11,,Cold Steel,Sports,B08974GQBG,,7.7,7.3,1.2,0.35,0,0,0,0,,,,sports_display_on_website,92543,0.07,,16.99,,,,9.95,,,,,,,,,
,"Cold Steel Marauder Fixed Blade Tactical Bowie Knife with Sheath, Serrated",B0851QMRHC,,7.05442E+11,,Cold Steel,Sports,,,15.12,3.39,1.65,1.15,0,0,0,0,,,,sports_display_on_website,448456,0,,127.99,,,,64.95,,,,,,,,,
,"Cold Steel 1796 Light Cavalry Saber, Wood, one Size",B000HB3EH8,,7.05442E+11,,Cold Steel,Sports,,,40,6.3,3.3,5,0,0,0,0,,,,sports_display_on_website,350647,0.01,,324.99,,,,147.95,,,,,,,,,
,"Cold Steel Tiger Claw Folding Knife with Tri-Ad Lock and Pocket Clip, Serrated",B00U1I8V7K,,7.05442E+11,,Cold Steel,Sports,B07BZM8P2R,,6.61,2.44,1.1,0.4,0,0,0,0,,,,sports_display_on_website,414281,0,,199.99,,,,83.95,,,,,,,,,
,"Cold Steel All Purpose Tactical Machete with Sheath, Great for Clearing Brush, Survival, Camping and Outdoor Activities, Barong Machete",B00BD53HZ6,,7.05442E+11,,Cold Steel,Sports,,,26,3,1,2,0,0,0,0,,,,lawn_and_garden_display_on_website,206930,0,,39.99,,,,19.95,,,,,,,,,
,"Cold Steel Black Bear Classic Fixed Blade Knife with Premium VG-10 San Mai III Steel Blade and G-10 Handle, Includes Secure-Ex Sheath",B0851PX6X6,,7.05442E+11,,Cold Steel,Sports,,,15,4.09,2.28,1.37,0,0,0,0,,,,sports_display_on_website,542565,0,,389.99,,,,159.95,,,,,,,,,
,"Cold Steel Trail Boss Axe, 27 Inch",B001CZ9UY4,B07M9CJ9DQ,7.05442E+11,,Cold Steel,Sports,B08F8HND3P,,27.1,6.5,1,2.95,2,2,9,9,FBA,387,91,,,,1,47.99,22.99,40.02,22.99,24.95,3.45,8.89,12.34,37.29,,,-62,22.99,-14.3
,"Cold Steel Combat Classics Fixed Blade Knife in A-2 Steel, Includes Sheath, Laredo Bowie",B07N6WRH8V,,7.05442E+11,,Cold Steel,Sports,B088Z7M389,,18.25,4.63,2.25,1,0,0,0,0,,,,home_improvement_display_on_website,430817,0,,284.99,,,,179.95,,,,,,,,,
,Cold Steel Folding Click n Cut 3 Pack of Serrated Utility Blade,B09DLC91NK,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,1,1,0,0,FBA,387,91,,,,1,19.99,19.99,,19.99,10.95,3,4.71,7.71,18.66,,,7,19.99,1.33
,Cold Steel 1830 Napoleon Saber,B000HB3EGO,,7.05442E+11,,Cold Steel,Sports,,,42.3,5.3,4.4,5.35,0,0,0,0,,,,sports_display_on_website,740757,0,,399.99,,,,159.95,,,,,,,,,
,"Cold Steel Commercial Series Fixed Blade Knife - Professional Knives for Kitchen, Hunting, Fishing, Butcher, Chef, Etc, Scalper, One Size",B0851PGBKH,,7.05442E+11,,Cold Steel,Sports,,,14.65,3.54,2.05,0.6,0,0,0,0,,,,sports_display_on_website,727371,0,,32.99,,,,15.95,,,,,,,,,
,Cold Steel Rubber Training practice Knife Knives 4 Set,B00OKXF9W2,"B005G2HL7C,B0012QS986,B00LPSBJYW",7.05442E+11,,Cold Steel,Sports,,,12.56,1.57,1.14,0.18,0,0,0,0,,,,sports_display_on_website,1019708,0,,,,,,4.95,,,,,,,,,
,Cold Steel Rubber Training practice Knife Knives 2 Set,B00LPSBJYW,"B005G2HL7C,B0012QS986,B00OKXF9W2",7.05442E+11,,Cold Steel,Kitchen,,,12.3,2.1,1.7,0.1,0,0,1,1,FBM,91,97,,,,0.54,,,27.69,27.69,4.95,,,,,,,,27.69,
,"Paper Flowers 2cm, 3.5cm, 5cm Assorted 60/Pkg - Taupe",B007IR4S9M,B004MNAKYM,7.05442E+11,,Kaisercraft,Kitchen,,,,,,0.02,0,0,1,1,FBM,6524,98,,,,0.8,,,9.98,9.98,16.95,1.5,,1.5,,,,,9.98,
,"Cold Steel Espada Series Folding Knife with Tri-Ad Lock and Pocket Clip, G-10 Espada Large",B07MZVYLNY,,7.05442E+11,,Cold Steel,Sports,B08K4HNW74,,7.3,2.45,1,0.65,0,0,0,0,,,,sports_display_on_website,81041,0.29,,229.99,,,,91.95,,,,,,,,,
,"Cold Steel All Purpose Tactical Machete with Sheath, Great for Clearing Brush, Survival, Camping and Outdoor Activities, Jungle Machete",B006YBY9GA,B00HHRBKFI,7.05442E+11,,Cold Steel,Sports,,,25.7,3.4,0.6,1.8,0,0,0,0,,,,lawn_and_garden_display_on_website,245563,0,,39.99,,,,19.95,,,,,,,,,
,"Cold Steel Rifleman's Hawk American Hickory Handle, One Size",B000Q9BG4Y,"B00KN6Q3IE,B00HXCZQPM",7.05442E+11,,Cold Steel,Sports,,,21.26,8.5,0.71,2.38,0,0,0,0,,,,lawn_and_garden_display_on_website,164023,0.01,,46.99,,,,18.95,,,,,,,,,
,Cold Steel Rifleman's Hawk American Hickory Handle,B00KN6Q3IE,"B000Q9BG4Y,B00HXCZQPM",7.05442E+11,,Cold Steel,Sports,,,22,8,0.8,2.4,0,0,0,0,,,,,,,,,,,,18.95,,,,,,,,,
,"Cold Steel All-Purpose Axe with Hickory Handle, Great for Camping, Survival, Outdoors, Wood Cutting and Splitting, Hudson Bay Camp Axe, One Size",B084PTMCP4,,7.05442E+11,,Cold Steel,Sports,B08F8HND3P,,27.5,6.8,1.4,2.7,6,6,13,13,FBA,387,91,,,,1.88,74.99,51.99,55.3,51.99,29.95,7.8,8.89,16.69,46.64,,,10,51.99,5.35
,"Cold Steel EDC Folding Pocket Knife, Frenzy 2",B019RSXIX6,B07F7QD116,7.05442E+11,,Cold Steel,Sports,,,8.9,4.92,0.79,0.49,0,0,0,0,,,,sports_display_on_website,408233,0.01,,239.99,,,,95.95,,,,,,,,,
,"Cold Steel Commercial Series Big Country Skinner, 6""",B06Y2LKTFD,,7.05442E+11,,Cold Steel,Sports,B088ZB29NH,,14.61,3.58,2.2,0.49,0,0,0,0,,,,kitchen_display_on_website,204567,0,,28.99,,,,14.95,,,,,,,,,
,"Cold Steel 20NPKZ Finn Hawk 4"" Fixed Blade Knife",B019RSX0E8,,7.05442E+11,,Cold Steel,Kitchen,,,10.8,5.5,0.6,0.35,0,0,0,0,,,,sports_display_on_website,304475,0.02,,37.99,,,,16.95,,,,,,,,,
,Cold Steel Rubber Recon Tanto Knife,B00TQIIDFQ,B001CZG19Q,7.05442E+11,,Cold Steel,Sports,,,13.23,2.72,1.1,0.19,0,0,0,0,,,,sports_display_on_website,270341,0.03,,24.99,,,,4.95,,,,,,,,,
,"Cold Steel All Purpose Tactical Machete with Sheath, Great for Clearing Brush, Survival, Camping and Outdoor Activities, Gladius Machete, One Size",B004MMS0PE,,7.05442E+11,,Cold Steel,Sports,,,28,4,1.5,2.15,0,0,0,0,,,,sports_display_on_website,227326,0.05,,44.99,,,,19.95,,,,,,,,,
,Cold Steel Pole Axe,B00062AS9K,,7.05442E+11,,Cold Steel,Sports,,,85,11,9.5,12.95,0,0,0,0,,,,sports_display_on_website,772372,0,,149.99,,,,69.95,,,,,,,,,
,"Cold Steel Latin D-Guard Machete 18""",B07B3WVK5T,,7.05442E+11,,Cold Steel,Sports,,,25.79,5.12,1.93,1.55,0,0,0,0,,,,sports_display_on_website,418606,0,,34.99,,,,20.95,,,,,,,,,
,"Cold Steel Kyoto II / 6 3/4"" Overall / 3 3/8"" Blade",B09DLGZNHS,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,0,0,0,0,,,,sports_display_on_website,396065,0.01,,29.99,,,,14.95,,,,,,,,,
,Cold Steel Finn Bear,B000Q99RXG,B003IXLDZM,7.05442E+11,,Cold Steel,Sports,B088YX66YS,,10.94,5.51,0.79,0.35,0,0,0,0,,,,sports_display_on_website,418364,0,,20.99,,,,10.95,,,,,,,,,
,Cold Steel Finn Bear,B003IXLDZM,B000Q99RXG,7.05442E+11,,Cold Steel,Sports,,,9,2.4,1.3,0.25,0,0,0,0,,,,sports_display_on_website,570767,0,,20.99,,,,10.95,,,,,,,,,
,"Cold Steel, Rubber Training, Black Bear Classic, 8 1/8"" Blade",B00BLQVYG6,B000F35U7A,7.05442E+11,,Cold Steel,Sports,,,12.91,1.81,0.24,0.22,0,0,0,0,,,,,,,,11.99,,,,4.95,,,,,,,,,
,Cold Steel Japanese Sword (Imperial Series) Wakazashi,B000WAJ9DM,B000EXN9OC,7.05442E+11,,Cold Steel,Sports,,,30.5,3,3,2.6,0,0,1,1,,,,,,,0,477.22,,579.99,,279.95,87,8.89,95.89,375.84,,,35,579.99,204.15
,Commercial Series Scimitar Knife,B0731Y58RM,,7.05442E+11,,Cold Steel,Sports,B088ZB29NH,,18.2,2.8,2.4,0.55,0,0,0,0,,,,kitchen_display_on_website,204567,0,,34.99,,,,17.95,,,,,,,,,
,"Cold Steel Tactical Tanto Machete 19-3/8"" Length, Black, 13"", One Size",B071F4LZYH,,7.05442E+11,,Cold Steel,Sports,,,21,3,2.6,1.35,0,0,0,0,,,,sports_display_on_website,288653,0.02,,42.99,,,,22.95,,,,,,,,,
,Cold Steel Peace Maker II Fixed Blade 5.5 in Plain Polymer,B07DLKJP3L,B00BD57RZW,7.05442E+11,,Cold Steel,Kitchen,,,,,,,0,0,3,3,FBM,12962,96,,,,0.21,,,38.22,38.22,19.95,5.73,,5.73,,,,,38.22,
,Cold Steel Tanto Spike 53NCT,B00FSWNYP8,"B00J5QDZRA,B00BD57SQ0",7.05442E+11,,,Sports,,,,,,,0,0,0,0,,,,,,,,,,,,17.95,,,,,,,,,
,COLD STEEL TANTO SPIKE KNIFE,B00J5QDZRA,"B00FSWNYP8,B00BD57SQ0",7.05442E+11,,Cold Steel,Sports,,,9,2.5,1.5,,0,0,1,1,FBM,2,50,,,,0,,,45.19,45.19,17.95,6.78,,6.78,,,,,45.19,
,Cold Steel 20PH Outdoorsman Lite Fixed Blade,B07F7Q92DR,B004MNAL4G,7.05442E+11,,Cold Steel,Sports,,,12.4,2.44,1.65,0.86,0,0,0,0,,,,sports_display_on_website,1364908,0,,,,,,19.95,,,,,,,,,
,0 Cold Steel 1108078 Commercial Series Paring Knife,B06XNZ24SL,B08F5K7ML7,7.05442E+11,,0,Sports,,,11,3.5,0.63,0.33,0,0,0,0,,,,,,,,11.99,,,,4.95,,,,,,,,,
,Nitecore NPS600 55AH 594WH Lithium Ion Portable Solar Power Station,B08F5K7ML7,B06XNZ24SL,7.05442E+11,,Nitecore,Home Improvement,,,9.61,7.36,6.18,12.79,0,0,0,0,,,,,,,,,,,,4.95,,,,,,,,,
,"Cold Steel 97AD21S Latin D-Guard Machete-21in Blade, Black, One Size",B06XT4LXCR,,7.05442E+11,,Cold Steel,Sports,,,29.02,5.98,0.04,1.65,0,0,0,0,,,,lawn_and_garden_display_on_website,364601,0,,36.99,,,,18.95,,,,,,,,,
,"Cold Steel Black Talon II Folding Knife with Tri-Ad Lock and Pocket Clip, Plain Edge (22B)",B07DPVNZJW,,7.05442E+11,,Cold Steel,Sports,B088Z9ZXJF,,6.2,2,1,0.55,0,0,0,0,,,,sports_display_on_website,148855,0.1,,184.99,,,,79.95,,,,,,,,,
,Cold Steel Cruciform Dagger,B00AJIXPLY,B00FSX8M9U,7.05442E+11,,Cold Steel,Sports,,,9.25,4,0.75,,0,0,0,0,,,,,,,,7.02,,,,2.49,,,,,,,,,
,"Cold Steel Peace Maker III,Polyproylene Handle,Plain,w/Secure-Ex Sheath",B00GCGQLM2,B00BD56SWA,7.05442E+11,,,Sports,,,8.82,1.97,1.18,0.31,0,0,1,1,,,,,,,0,,,49,,17.95,7.35,3.19,10.54,28.49,,,42,49,20.51
,"Cold Steel Double Agent Series Fixed Blade Knife with Sheath, Double Agent II Serrated, 3.0"" Blade",B0030DBGZW,,7.05442E+11,,Cold Steel,Sports,B088Z92TGS,,8.3,2.5,1,0.25,0,0,0,0,,,,sports_display_on_website,537808,0,,48.99,,,,19.95,,,,,,,,,
,Cold Steel ROACH BELLY KNIFE,B003OJOWQC,B0013DIRHQ,7.05442E+11,,Cold Steel,Kitchen,,,9.5,4,3.2,,0,0,0,0,,,,sports_display_on_website,1978614,0,,,,,,9.95,,,,,,,,,
,"Cold Steel Canadian Belt Knife 20CBL,silver and black,Overall Length: 8 1/2""",B000WADUIW,,7.05442E+11,,Cold Steel,Sports,,,9.13,2.44,1.34,0.02,0,0,0,0,,,,sports_display_on_website,311593,0.02,,18.99,,,,9.95,,,,,,,,,
,Cold Steel - Bird & Trout,B00FSXKMB6,"B000BSZDNK,B000BYI5LQ",7.05442E+11,,,Sports,,,6.7,1.35,0.8,0.14,0,0,0,0,,,,,,,,,,,,11.95,,,,,,,,,
,"BigTProducts Drop Point Spike, Black Faux G-10 Handle, Plain w/Sheath",B00FSWO47U,B00BD54OGC,7.05442E+11,,BigTProducts,Apparel,,,8.88,1.63,1,0.3,0,0,0,0,,,,,,,,36.99,,,,17.95,,,,,,,,,
,COLD STEEL TOKYO SPIKE KNIFE,B00M3FJ4NY,B00BD53L20,7.05442E+11,,Cold Steel,Sports,,,,,,,0,0,0,0,,,,,,,,,,,,22.95,,,,,,,,,
